iter	Logloss
465	0.6111906824
466	0.6111189272
467	0.6110749294
468	0.6110294359
469	0.6109791326
470	0.6109233466
471	0.6108767888
472	0.6108207794
473	0.6107878187
474	0.6107265648
475	0.6106472636
476	0.6105835016
477	0.61050534
478	0.6104806968
479	0.6104280146
480	0.6103743051
481	0.610315081
482	0.6102849714
483	0.6101895991
484	0.6101306755
485	0.6100738149
486	0.6100385304
487	0.6099912527
488	0.6099111466
489	0.6098514177
490	0.6097815268
491	0.6097106282
492	0.6096474544
493	0.6095720866
494	0.6095121543
495	0.6094594418
496	0.6094228623
497	0.6093726757
498	0.6093287033
499	0.6092693198
500	0.6092074026
501	0.6091315424
502	0.6090848206
503	0.6090504803
504	0.6089817322
505	0.6089068978
506	0.6088708438
507	0.608813753
508	0.6087654405
509	0.6087094435
510	0.6086563855
511	0.6085897262
512	0.6085569684
513	0.6084967974
514	0.6084533782
515	0.6083857977
516	0.6083642434
517	0.6083316496
518	0.6082550026
519	0.6082137083
520	0.6081638953
521	0.6080857131
522	0.608060243
523	0.6080177865
524	0.6079654018
525	0.6079066054
526	0.6078589534
527	0.6078081354
528	0.6077502817
529	0.6076731704
530	0.6076317815
531	0.6075820893
532	0.6075331943
533	0.607478026
534	0.6074206845
535	0.6073732676
536	0.6073018841
537	0.6072613212
538	0.607197377
539	0.6071373471
540	0.607103793
541	0.6070299693
542	0.6069767823
543	0.6069130151
544	0.6068737067
545	0.6068078365
546	0.6067364912
547	0.6066954151
548	0.6066004465
549	0.6065210212
550	0.606448118
551	0.6064225994
552	0.6063520774
553	0.6062833507
554	0.6062313775
555	0.6062153598
556	0.6061717283
557	0.6061096001
558	0.6060560759
559	0.605999003
560	0.6059620674
561	0.6059242713
562	0.6058702953
563	0.6058314477
564	0.605787606
565	0.6057269846
566	0.6056658564
567	0.6056133283
568	0.6055560436
569	0.6055176233
570	0.6054559339
571	0.605399199
572	0.6053600818
573	0.6052956096
574	0.6052677732
575	0.605210509
576	0.6051529194
577	0.6051175426
578	0.6050581887
579	0.6050444778
580	0.6049907271
581	0.6049322149
582	0.6048573181
583	0.6048142541
584	0.6047661376
585	0.6047105653
586	0.6046741155
587	0.6046348369
588	0.6045646849
589	0.6045057314
590	0.6044404372
591	0.6043984573
592	0.6043360936
593	0.6042661846
594	0.6042087949
595	0.6041693892
596	0.6041119528
597	0.6040721476
598	0.6040497655
599	0.603993517
600	0.603958931
601	0.6039043035
602	0.6038453432
603	0.6038200844
604	0.6037547355
605	0.6037028013
606	0.6036575991
607	0.6036085479
608	0.6035474247
609	0.6034785096
610	0.6034145207
611	0.6033513843
612	0.6033006184
613	0.6032338306
614	0.6031853364
615	0.6031448323
616	0.6030886883
617	0.6030463475
618	0.603013587
619	0.6029670708
620	0.602895581
621	0.6028444803
622	0.6028153135
623	0.602788836
624	0.6027411621
625	0.6026871194
626	0.6026307203
627	0.6025896185
628	0.6025153939
629	0.6024584686
630	0.6024139251
631	0.6023625095
632	0.6023225671
633	0.6022860817
634	0.602260464
635	0.6022186079
636	0.6021649255
637	0.6021472185
638	0.6021035123
639	0.6020496649
640	0.6020074251
641	0.6019645229
642	0.6019301289
643	0.6018750874
644	0.6018115164
645	0.6017688716
646	0.6017375712
647	0.6017049713
648	0.6016413615
649	0.6016040592
650	0.6015533032
651	0.6014820625
652	0.6014212023
653	0.6013756021
654	0.601323243
655	0.6012622154
656	0.601216809
657	0.6011753292
658	0.6011364447
659	0.6010920163
660	0.6010311839
661	0.6009748585
662	0.6009200571
663	0.6008688244
664	0.6008189472
665	0.6007572666
666	0.6007016598
667	0.6006561984
668	0.6006071369
669	0.600522743
670	0.600475445
671	0.6004679478
672	0.6004362104
673	0.600405071
674	0.600367185
675	0.6003155761
676	0.6002858992
677	0.6002327716
678	0.6001933772
679	0.6001450134
680	0.6001197324
681	0.6000675627
682	0.6000251773
683	0.5999966209
684	0.5999332164
685	0.5998950217
686	0.5998619078
687	0.5998526716
688	0.5998219526
689	0.5997465052
690	0.5997029919
691	0.5996483137
692	0.5996095267
693	0.5995494724
694	0.5995058789
695	0.5994600992
696	0.5994162154
697	0.5993781339
698	0.5993218038
699	0.5992719352
700	0.5992186441
701	0.5991979922
702	0.5991491634
703	0.599103857
704	0.5990418902
705	0.598985236
706	0.5989174439
707	0.5988935858
708	0.5988390375
709	0.5987828061
710	0.5987252032
711	0.5986787179
712	0.5986175354
713	0.5985848279
714	0.5985372385
715	0.598477446
716	0.5984180136
717	0.5983672906
718	0.598324221
719	0.5982667473
720	0.5982029696
721	0.5981258691
722	0.5980598111
723	0.5980296256
724	0.5979846199
725	0.5979123906
726	0.5978534383
727	0.5978344045
728	0.5977751109
729	0.5977277237
730	0.5976953815
731	0.5976452464
732	0.5975956985
733	0.597586841
734	0.5975509637
735	0.5975003409
736	0.597443449
737	0.5973947821
738	0.5973604946
739	0.5973239071
740	0.5972759187
741	0.5972185736
742	0.5971956328
743	0.5971587186
744	0.5971157495
745	0.5970653104
746	0.597014684
747	0.5970003129
748	0.5969653478
749	0.5969204967
750	0.5968826799
751	0.5968386928
752	0.5967718887
753	0.5967280054
754	0.596663586
755	0.5966117426
756	0.5965958168
757	0.5965437545
758	0.5964841155
759	0.5964385793
760	0.5964016711
761	0.5963477268
762	0.596299611
763	0.5962466807
764	0.5962212591
765	0.5961920374
766	0.5961599732
767	0.5961277738
768	0.5960926588
769	0.5960446546
770	0.5959868105
771	0.5959227344
772	0.5958865634
773	0.5958434512
774	0.5958096348
775	0.5957748687
776	0.5957452122
777	0.5957178884
778	0.5956732991
779	0.595603883
780	0.5955592506
781	0.5955267306
782	0.5954812442
783	0.5954409119
784	0.5953937648
785	0.5953429364
786	0.5952950647
787	0.5952807746
788	0.5952148028
789	0.5951669966
790	0.5951147428
791	0.5950820363
792	0.5950625982
793	0.5950344332
794	0.5949732807
795	0.5949542461
796	0.5949226146
797	0.5948875463
798	0.5948440089
799	0.5948084368
800	0.59476317
801	0.5947125674
802	0.594700335
803	0.5946724624
804	0.5946353499
805	0.5945912661
806	0.5945330357
807	0.5945096468
808	0.5944596413
809	0.5943920772
810	0.5943442809
811	0.5943268076
812	0.5943079619
813	0.594258059
814	0.5942244647
815	0.5941753673
816	0.5941325625
817	0.5941042502
818	0.5940610837
819	0.5940193423
820	0.5939711253
821	0.593926978
822	0.5938977441
823	0.5938466438
824	0.5938195546
825	0.5937713205
826	0.5937429843
827	0.5937005709
828	0.5936664987
829	0.5936183461
830	0.5935852506
831	0.5935416192
832	0.5935092136
833	0.5934809504
834	0.5934191318
835	0.5933684753
836	0.5933481814
837	0.5933048341
838	0.5932543774
839	0.5932151975
840	0.5931626981
841	0.5931228655
842	0.5930826828
843	0.5930423914
844	0.5929821055
845	0.5929270687
846	0.5928885603
847	0.5928506244
848	0.5928130158
849	0.5927736728
850	0.5927250012
851	0.5926892321
852	0.5926396545
853	0.5925800595
854	0.5925313642
855	0.5924756478
856	0.5924307143
857	0.5923917469
858	0.5923582809
859	0.5923112056
860	0.5922663538
861	0.592230473
862	0.5921792213
863	0.5921502231
864	0.5921082694
865	0.5920714763
866	0.5920296934
867	0.5919766519
868	0.5919516056
869	0.5919047176
870	0.5918619825
871	0.5918357056
872	0.5917921174
873	0.5917401561
874	0.5917087136
875	0.5916834962
876	0.5916280135
877	0.5915680665
878	0.5915520027
879	0.5915094101
880	0.5914527399
881	0.5914099113
882	0.59135569
883	0.5912874006
884	0.5912299334
885	0.5911871908
886	0.5911459894
887	0.5911056773
888	0.5910637809
889	0.5910270029
890	0.5909826439
891	0.5909300363
892	0.5908863832
893	0.5908347043
894	0.5907714186
895	0.5907190693
896	0.5906774431
897	0.5906449953
898	0.5905779805
899	0.5905730252
900	0.5905266476
901	0.5904787389
902	0.5904370885
903	0.5903683768
904	0.5903272361
905	0.5903116438
906	0.5902677746
907	0.5902477041
908	0.5902128588
909	0.5901524896
910	0.5901507187
911	0.590111837
912	0.5900498581
913	0.5900020764
914	0.5899278213
915	0.5898775007
916	0.5898233095
917	0.5897797588
918	0.5897032015
919	0.5896615066
920	0.5896137173
921	0.5895746365
922	0.5895448148
923	0.5894991675
924	0.5894389162
925	0.5894122262
926	0.5893597522
927	0.5893228512
928	0.5892808961
929	0.5892435421
930	0.5891976741
931	0.5891727699
932	0.5891394506
933	0.5890841739
934	0.5890274868
935	0.5889997801
936	0.5889771374
937	0.5889476165
938	0.588906016
939	0.5888524706
940	0.5888187213
941	0.5887887434
942	0.5887245513
943	0.5886874975
944	0.5886676146
945	0.5886349766
946	0.5886047204
947	0.5885666375
948	0.588542199
949	0.5884981332
950	0.5884415279
951	0.5883995411
952	0.5883723588
953	0.5883435739
954	0.5882869678
955	0.5882674441
956	0.5882469139
957	0.5882139497
958	0.5881767956
959	0.5881455609
960	0.5881104483
961	0.5880588517
962	0.5880205756
963	0.5879788573
964	0.58794773
965	0.587910884
966	0.5878711239
967	0.5878319742
968	0.587763316
969	0.5877205222
970	0.5876653247
971	0.5876340651
972	0.5875773684
973	0.5875506069
974	0.5875051779
975	0.5874570573
976	0.5874170178
977	0.5873711031
978	0.587342564
979	0.5873154132
980	0.5872685972
981	0.5872330574
982	0.5871850973
983	0.5871291555
984	0.5870901184
985	0.5870591332
986	0.5870331769
987	0.586987916
988	0.5869577877
989	0.5869308655
990	0.5868985552
991	0.5868797512
992	0.5868133739
993	0.5867631705
994	0.5867256338
995	0.5866790881
996	0.5866301226
997	0.5865809759
998	0.5865346709
999	0.5864961734
